what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038176648
executed,command,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.pomFileAction.run",1322038176659
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038182185
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322038182721
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038183174
executed,command,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.pomFileAction.run",1322038183189
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038189783
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322038190163
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038190448
executed,command,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.pomFileAction.run",1322038190458
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038196784
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322038197224
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038197514
executed,command,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.pomFileAction.run",1322038197529
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038204028
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322038204505
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038204702
executed,command,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.pomFileAction.run",1322038204710
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038211188
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322038211670
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038211802
executed,command,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.pomFileAction.run",1322038211811
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038221755
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322038222044
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038222245
executed,command,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.pomFileAction.run",1322038222255
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038226915
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322038227346
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038227539
executed,command,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.pomFileAction.run",1322038227562
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038231961
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322038232217
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038232490
executed,command,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.pomFileAction.run",1322038232502
executed,command,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.pomFileAction.run",1322038236846
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038237133
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038238673
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322038238678
executed,command,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.pomFileAction.run",1322038243597
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038249664
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322038250468
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038250611
executed,command,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.pomFileAction.run",1322038250621
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322038255938
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322038255990
started,bundle,org.eclipse.wst.server.core,1.1.207.v20110401_1511,"org.eclipse.wst.server.core",1322038257682
started,bundle,org.eclipse.wst.server.ui,1.1.208.v20110427_1739,"org.eclipse.wst.server.ui",1322038257755
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1322038257880
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038258041
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322038258974
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322061580363
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322061586127
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322061588260
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322061588453
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322061590747
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322061597240
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322061600573
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322061620182
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322061621219
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322061635187
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322061638054
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322061658822
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322061659827
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322061663477
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322061667379
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322061667548
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322061670054
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322061676716
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322061727780
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322061728499
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322062030266
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322062030831
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322062074081
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322062074287
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322062148719
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322062150926
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322062184197
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1322062185872
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322062187123
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322062188781
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322062188882
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322062190445
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322062198807
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322062198821
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1322062201208
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322062202571
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322062203804
