what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1322126297388
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1322126298181
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322126310805
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322126310840
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322126333306
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322126333306
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1322126347543
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322126348685
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322126355020
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322126358125
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322126402775
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322126404632
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322126405840
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322126406349
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322126406974
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322126408403
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322126448932
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322126455304
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322126458860
