what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1322122878014
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1322122878014
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1322122878015
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1322122878016
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1322122878034
started,bundle,org.eclipse.wst.sse.core,1.1.505.v201104070043,"org.eclipse.wst.sse.core",1322122878035
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.bugzilla.core",1322122878036
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1322122878037
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1322122878038
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1322122878038
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1322122878039
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1322122878040
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1322122878048
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1322122878049
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.1.v20110728-0200,"org.eclipse.mylyn.tasks.ui",1322122878129
os,sysinfo,,,"win32",1322122878136
arch,sysinfo,,,"x86",1322122878136
ws,sysinfo,,,"win32",1322122878136
locale,sysinfo,,,"nl_NL",1322122878136
processors,sysinfo,,,"4",1322122878136
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1322122878136
java.runtime.version,sysinfo,,,"1.7.0-b147",1322122878136
java.specification.name,sysinfo,,,"Java Platform API Specification",1322122878136
java.specification.vendor,sysinfo,,,"Oracle Corporation",1322122878136
java.specification.version,sysinfo,,,"1.7",1322122878136
java.vendor,sysinfo,,,"Oracle Corporation",1322122878136
java.version,sysinfo,,,"1.7.0",1322122878136
java.vm.info,sysinfo,,,"mixed mode, sharing",1322122878136
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1322122878136
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1322122878136
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1322122878136
java.vm.specification.version,sysinfo,,,"1.7",1322122878136
java.vm.vendor,sysinfo,,,"Oracle Corporation",1322122878136
java.vm.version,sysinfo,,,"21.0-b17",1322122878136
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1322122878153
started,bundle,org.eclipse.wst.web,1.1.403.v201103081400,"org.eclipse.wst.web",1322122878191
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1322122878238
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1322122878241
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1322122878259
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1322122878716
started,bundle,org.maven.ide.eclipse.maven_model_edit,0.12.1.20110112-1712,"org.maven.ide.eclipse.maven_model_edit",1322122878749
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1322122879123
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1322122879259
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1322122879260
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1322122879749
started,bundle,org.maven.ide.eclipse,0.12.1.20110112-1712,"org.maven.ide.eclipse",1322122879755
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1322122879994
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1322122880010
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1322122880011
started,bundle,org.maven.ide.eclipse.jdt,0.12.1.20110112-1712,"org.maven.ide.eclipse.jdt",1322122880223
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1322122880374
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1322122880703
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,"org.eclipse.jst.ws.jaxrs.core",1322122880810
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1322122880842
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1322122881554
started,bundle,org.ebayopensource.turmeric.eclipse.utils,1.0.0.201103160943,"org.ebayopensource.turmeric.eclipse.utils",1322122883177
started,bundle,org.ebayopensource.turmeric.eclipse.repositorysystem.imp,1.0.0.201103160943,"org.ebayopensource.turmeric.eclipse.repositorysystem.imp",1322122883506
started,bundle,org.ebayopensource.turmeric.eclipse.logging,1.0.0.201103160943,"org.ebayopensource.turmeric.eclipse.logging",1322122883506
