what,kind,bundleId,bundleVersion,description,time
error,log,,,"JavaBuilder handling CoreException",1322140402766
error,log,,,"JavaBuilder handling CoreException",1322140402827
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322140402871
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322140406693
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322140415056
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322140425655
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322140425671
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1322140444287
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322140445615
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322140451407
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322140462438
error,log,,,"JavaBuilder handling CoreException",1322140462622
error,log,,,"JavaBuilder handling CoreException",1322140462630
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322140462664
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322140466107
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322140468761
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322140472323
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322140472342
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322140485869
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322140492261
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322140504230
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322140514697
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1322140517527
