what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1322130294422
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1322130299235
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322130299750
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130301749
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130301900
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1322130302752
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130305460
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1322130307891
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130308825
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322130310080
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130310329
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130310522
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130313429
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130313630
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322130316478
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130316899
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130317120
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1322130320700
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130320944
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130321229
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130352948
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130353111
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1322130357012
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322130358119
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1322130359879
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322130361197
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130362401
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130362558
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130366654
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130366728
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130367331
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130367930
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1322130379529
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322130380043
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130383540
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130411777
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130415375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130429397
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130430037
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130430226
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130437626
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130437823
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130445276
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130445422
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1322130452417
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1322130454878
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322130455206
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130455611
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130455828
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322130460280
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130465069
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322130468033
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130488192
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1322130492057
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130494540
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130499443
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130509584
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130509733
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130510030
error,log,,,"JavaBuilder handling CoreException",1322130510207
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130510234
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130518014
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130518203
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322130521492
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130522040
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130524892
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130526930
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130572501
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130575695
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130576638
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130585747
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1322130590884
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130603882
error,log,,,"JavaBuilder handling CoreException",1322130604053
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130604080
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322130611283
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130611288
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130635103
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130637002
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130638319
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130643292
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130646045
error,log,,,"JavaBuilder handling CoreException",1322130646240
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130646264
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1322130655862
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130658744
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1322130660308
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1322130662159
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130667794
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130675244
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130684724
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1322130691460
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130696907
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130696942
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1322130699005
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130699203
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130699335
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130699335
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1322130701533
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130703532
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1322130706582
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130708785
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130713170
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130715912
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130715913
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1322130718609
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1322130723385
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130728135
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322130731230
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130731346
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130735406
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130736308
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130744483
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130756056
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130773862
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130781370
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1322130783708
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1322130785840
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130786042
error,log,,,"JavaBuilder handling CoreException",1322130786229
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130786259
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130788616
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130788801
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1322130789876
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130790012
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130790974
executed,command,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1322130790986
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322130794004
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130796668
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130802069
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130803829
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130804813
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130806168
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130810157
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130826106
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130843137
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130855817
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1322130857555
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130861443
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130867733
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130868200
error,log,,,"JavaBuilder handling CoreException",1322130868382
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130868407
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322130873306
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130874192
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130885294
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130887613
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130889820
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130891035
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322130892012
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130897889
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1322130900567
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130902618
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130907746
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322130917299
error,log,,,"JavaBuilder handling CoreException",1322130917476
stopped,bundle,org.eclipse.bpel.runtimes,0.5.0.qualifier,"org.eclipse.bpel.runtimes",1322130917501
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322130920726
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130923679
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130924937
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322130931232
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130935396
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130941053
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1322130943635
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322130953820
